gene_symbol,RED,pvalue,p_adj,padj,APAreg
ABT1,-0.139070390488062,0.663280665119313,0.895569752258913,0.949208657285856,NC
ABTB1,-0.436292329058711,0.324735000262763,0.794014384198506,0.856323143729634,NC
ACACA,0.511352214504171,0.0959722591477667,0.727985387661265,0.71087650530172,NC
ACAD11,0.676818869779355,0.0983643263413176,0.727985387661265,0.689812516917242,NC
ACAD8,0.680167428878099,0.0823668722456257,0.725842383062496,0.559670172234599,NC
ACADSB,-1.32669809666804,0.00807850688781611,0.530577796174663,0.477797253881514,NC
ACAP2,0.447409950677035,0.249414640912663,0.76795377530785,0.861160509576095,NC
ACBD3,0.0739615203721004,0.866948824515342,0.961087142393081,0.988202470612309,NC
ACER3,-0.261083561379864,0.370012193864244,0.81072196739751,0.898934980281883,NC
ACIN1,0.213268987566604,0.477617150362859,0.841551860205602,0.906470870596226,NC
