gene_id,Scramble-7d-1,Scramble-7d-2,Scramble-7d-3,TDP43KD-7d-1,TDP43KD-7d-2,TDP43KD-7d-3,gene_name
ENSG00000004455,1843.29749904226,1739.79003669845,1798.55550025934,1687.96760461367,1736.77262607264,1614.94802462429,AK2
ENSG00000004468,20.4257994699673,13.1417144658955,3.39463835369019,74.5344530951415,174.641163824551,108.500251802766,CD38
ENSG00000004478,19571.5996136751,20106.207445794,20117.400993121,12073.2786289171,12536.7153397828,12414.4745918383,FKBP4
ENSG00000004487,23539.296835424,23761.1203995897,23935.9880666022,33999.5476144316,33536.1580653854,33730.7762668021,KDM1A
ENSG00000004534,7058.72009006047,8104.22959470016,8541.1149757324,11197.9581073505,11222.2335008443,11321.5333526491,RBM6
ENSG00000004660,547.142678482199,460.127697346121,482.529323585235,940.714904998849,993.441403370924,947.021092482241,CAMKK1
ENSG00000004700,1515.94385594297,1650.85954279636,1633.69849266784,1334.7887147297,1279.0786414395,1307.41800275154,RECQL
ENSG00000004766,2326.61247167079,2570.94916007849,2950.24928105409,2189.35642099608,2887.42039159665,2572.29192607654,VPS50
ENSG00000004776,17.7375831907842,12.6085331236326,13.8526728713233,0,5.28776606211907,2.98597839799455,HSPB6
ENSG00000004777,6857.37459664117,5513.57048184129,5575.71711322579,5336.06744648875,4947.20827583586,4046.69806548924,ARHGAP33
ENSG00000004779,3007.9854625956,2830.25622320589,2901.57501572738,3116.57946849549,3417.4309836963,3546.67713487173,NDUFAB1
ENSG00000004838,28.6267211476829,19.6458849084129,17.2244615908136,204.787748054593,181.231841340618,179.59028515171,ZMYND10
ENSG00000004848,7.93113740530337,5.83732286897765,20.886394282874,4.99330818670476,5.2421955037283,3.98241289547165,ARX
ENSG00000004864,1150.78747686517,1086.37593423969,1056.95092558411,2510.78007234912,2744.24826369125,2328.21139978279,SLC25A13
ENSG00000004866,2908.03737431633,2423.98331700547,3454.23890104246,3466.63446170876,3381.44031579286,2861.48310384214,ST7
ENSG00000004897,4778.12720865306,4090.05318234615,4028.3682324394,3949.88002680262,3861.78912524225,4227.90789353182,CDC27
ENSG00000004939,12.3408260500094,1.39658307652128,0,33.3061625429953,16.7602166052935,12.1349345599226,SLC4A1
ENSG00000004948,10.8767078881742,2.663635330423,6.3144237464282,7.55427956507062,13.1518639867495,1.94107474854282,CALCR
ENSG00000004961,1116.03773588194,1188.1769225003,1108.6673021309,1245.48257918358,1345.82258000565,1397.51400982268,HCCS
ENSG00000004975,1379.0259813978,1310.68500044858,1320.33728862753,1455.94463412885,1161.80438983922,972.956143509167,DVL2
ENSG00000005007,5396.76979480122,5196.21077803949,4870.0685188991,4722.05669471118,4572.75257362636,5530.40537812351,UPF1
ENSG00000005020,1425.86970903843,1516.63191174822,1384.20163816424,2226.13684830729,2440.64497266491,2217.75059583406,SKAP2
ENSG00000005022,3697.23622279379,3775.15728472882,4246.08067992412,1905.0999463127,1846.42044974986,1878.41774481376,SLC25A5
ENSG00000005059,25.1136530550998,57.4420984035408,41.1197408827467,56.0303057117485,79.3111265534711,30.3917563146367,MCUB
ENSG00000005075,1878.89825192306,1809.30913657312,1845.52090810948,756.608402775568,798.461197060856,762.433021039365,POLR2J
ENSG00000005100,906.366504770453,995.945113715227,835.575850238437,2579.25640463779,2804.55105124308,2671.80258098192,DHX33
ENSG00000005108,13839.2744245143,13483.0691267898,13336.8638236037,10639.7741962734,10990.1280658702,11080.5248162539,THSD7A
ENSG00000005156,2460.86463251297,2239.71193101742,2435.35019963328,2096.96693360079,1869.87410829506,1706.09459082135,LIG3
ENSG00000005175,4073.66206617787,3642.35254169609,3358.01796756806,3836.71976096253,3887.91296833894,3795.6541317353,RPAP3
ENSG00000005187,12.5201892792158,5.10003593470749,15.8213432591749,2.53195649507302,30.2846908882739,27.1089331442834,ACSM3
ENSG00000005189,126.279803625018,119.182167163973,137.561745206272,84.5549711039406,62.0968308602874,100.586981219278,REXO5
ENSG00000005194,2161.74693230388,2232.66770694356,2212.34708561087,1867.62654694145,1954.74680678484,1781.26223158297,CIAPIN1
ENSG00000005206,1631.80096628851,1697.12698222005,1534.3983132165,1717.37944341566,1722.29586072048,1366.0166342053,SPPL2B
ENSG00000005238,950.938115591571,1001.11468524508,857.04237358431,631.389598125992,646.371127767969,654.269016558264,FAM214B
ENSG00000005243,15.2145126715516,4.89726697724753,3.39269436120968,22.790821905747,17.2174743095669,8.32912147178945,COPZ2
ENSG00000005249,7541.10293861306,8152.70297977073,8126.15968640695,5546.69372785267,5940.15708989863,5904.83420504615,PRKAR2B
ENSG00000005302,1729.68649233557,2025.58527183374,2038.80465983551,3494.06927717924,2958.06629628344,3370.08611478276,MSL3
ENSG00000005339,17989.3519068622,16816.1942958428,17597.1549469485,22382.9571887879,22369.5715535099,24905.1677284715,CREBBP
ENSG00000005379,3426.19947723184,3291.34681064072,3365.4032957234,8422.90624061707,8807.64944523433,8445.23661241424,TSPOAP1
ENSG00000005436,419.815380905582,264.42155192391,336.295144716005,691.190889282333,1007.74911010111,740.780698027608,GCFC2
ENSG00000005448,519.691124959443,495.865743348165,512.241051446581,186.792356545457,153.404481808945,111.539494870938,WDR54
ENSG00000005469,457.717322095095,524.93043637588,826.515286635169,813.518760668529,2160.7465205624,724.340468600063,CROT
ENSG00000005471,13.2022057865769,21.3698124617513,24.5478643589445,7.25935137319536,5.35922746594936,12.247656783997,ABCB4
ENSG00000005483,18824.6061207645,18933.4600610861,19222.8048967091,19351.4065998304,20471.5550370417,19283.670354171,KMT2E
ENSG00000005486,2731.06024118498,2649.3446401395,2626.54380590286,1207.4621643739,1264.06007801986,1274.7242580131,RHBDD2
ENSG00000005513,361.947374019692,379.483960696566,372.944804867834,291.25014498741,248.126044753454,286.759607916972,SOX8
ENSG00000005700,4596.92342288467,4254.48328831924,4722.47706429111,4782.57297653128,4716.57080476768,4846.8935621973,IBTK
ENSG00000005801,3767.35045684448,3709.4494315253,3629.95337224302,3486.61652198907,3947.54467265012,3967.57595314114,ZNF195
ENSG00000005810,39774.7176108547,37073.4706486651,42922.7162352335,32616.2204908787,32667.7213196747,35516.8071220796,MYCBP2
